,horario,local,texto,relevancia,Sigla
84,2020-08-22 20:42:20,"Rio de Janeiro, Brasil","@bibiluaceu Céu tá limpinho, só tá frio, a chuva já acabou. Bora agitar a vida!!!!",0,RJ
85,2020-08-22 20:42:02,,"RT @meninodohomem5: Odeio chuva,só fico dentro de casa e não gosto de ficar em casa 🤦🏼‍♂️🤬",0,RJ
86,2020-08-22 20:42:00,"Vqq City , RJ, Brasil 🇧🇷","RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0,RJ
87,2020-08-22 20:41:41,SEGUE VOCÊ ,"RT @meninaaaa90: Chuva desnecessária, frio desnecessário, mês desnecessário...😖",1,RJ
88,2020-08-22 20:41:31,"Carazinho, Brasil","RT @rmotta2: Tive que sair nessa chuva pra resolver um assunto.
Parei no sinal em frente a um bar.
LO-TA-DO.
Nunca pensei que fosse ficar t…",0,RJ
89,2020-08-22 20:41:27,,"RT @_lelaris: frio chuva tudo molhado
eu: vo de chinelo",0,RJ
90,2020-08-22 20:41:27,Brazil,"RT @ViviWerneck: Gente, se tudo der certo e a Internet permitir (porque quando chove muito, já viu né?) hoje tem live, às 20h, no meu canal…",1,RJ
91,2020-08-22 20:41:13,,"RT @niquefds: Graças a Deus o tempo melhora amanhã 🙏🏽 nós que temos lar, comida e cobertor seco vivemos reclamando, eu fico pensando nos mo…",0,RJ
92,2020-08-22 20:41:02,No coração delas,"RT @meninodohomem5: Odeio chuva,só fico dentro de casa e não gosto de ficar em casa 🤦🏼‍♂️🤬",0,RJ
93,2020-08-22 20:40:57,Tijuca - Rio de Janeiro,"Boa noite TIJUCA! 
E a chuva se foi?
Agora no Largo da Segunda-Feira os termômetros marcam 17°C.
Uma noite de muita PAZ para todos!
#RadarTijucano https://t.co/0fGvjG2IhB",0,RJ
94,2020-08-22 20:40:47,Carregando...,"RT @Bailedemarrocos: COMO DITO NA PREVISÃO DO TEMPO, A CHUVA SÓ IRIA ATÉ 19H APARTI DE AGORA NA FÉ NÃO VAI CHOVER MAIS, SEGUE AS FODAS 🎶💣🇲🇦…",0,RJ
95,2020-08-22 20:40:44,,"RT @mariozinholago: Em meio à pandemia, ao frio e à chuva, o prefeito Bruno Covas joga na rua mulheres, homens e crianças, como se os empob…",0,RJ
96,2020-08-22 20:40:42,🇭🇷,"RT @jeansilva_22: 5 reais de taxa é caro  ne senhor cliente? mas isto voces não vê , de baixo de forte chuva ou sol quente fique em paz que…",0,RJ
97,2020-08-22 20:40:41,,"RT @bal_rayane: Queria estar numa pousada na serra, vendo a chuva cair, com uma lareira e bem agarradinha 🌨❤️",0,RJ
98,2020-08-22 20:40:40,022,RT @TrechoPagode: Olha a chuva caindo lá fora e a casa inteira só pra gente. Será que pode melhorar? Que tal um chocolate quente? 🎶,0,RJ
99,2020-08-22 20:40:39,"Campo grande, jardim leticia🚩","RT @AmorInBar1: Só agradecer nosso público que nos abraçaram até na chuva, +1 sucesso ✍🏾
Semana que vem tem novamente no msm local 🥵🙌🏽✍🏾 ht…",0,RJ
0,2020-08-21 20:59:35,Brasil,"RT @tricovotweets: Ontem, às 20h00, Paulinho Boia não foi relacionado para o jogo pois estava ""gripado"". Hoje pela manhã, treinou normalmen…",0,SP
1,2020-08-21 20:58:21,"São Paulo, Brasil",RT @barbaradzz: do que adianta essa friaca e essa chuva se vc não ta aqui pra dormir de conchinha cmg??????????,1,SP
2,2020-08-21 20:57:31,,RT @rebs_rebeca: Esse tempo frio com chuva me lembra muito a Etec,0,SP
3,2020-08-21 20:56:02,"São Bernardo do Campo, Brasil",@AmandaAlvesB_ Melhor pegar ônibus na chuva e frio que com um monte de fedido 😳,0,SP
4,2020-08-21 20:53:43,"São Paulo, Brasil","@goulart_lenita Aqui, litoral sul de sp, 9 graus com sensação de 6 e muita chuva.",1,SP
5,2020-08-21 20:51:10,São Luis-Ma,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
6,2020-08-21 20:50:53,São Paulo    Brasil,"O melhor barulho do mundo é a chuva caindo...
Quando a gente lê um livro com o som da chuva... 
Ler... é sonhar pela mão de outrem...
Livros... são sonhos que seguramos com as mãos...
Amantes de livros... nunca vão para cama sozinhos... https://t.co/4GExTHFuIZ",0,SP
7,2020-08-21 20:50:40,Rio / Aracaju,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
8,2020-08-21 20:50:30,Santo André SP,"RT @engheltoncosta: Essa chuva e esse frio me faz pensar como estão as pessoas que que há não tem um teto digno para morar.

Há muitas famí…",0,SP
9,2020-08-21 20:50:25,Santo André SP,RT @engheltoncosta: 📷 Essa chuva e esse frio me faz pensar como estão as pessoas que que há não tem um teto digno para morar. Há muitas fam…,0,SP
10,2020-08-21 20:49:43,"São Paulo, Brasil","hoje no caminho de volta pra minha soon to be ex-terra, o aleatório do spotify só tocou as braba™️
nessa chuva, nesse frio, nesse momento pré mudança... foi quase cena de filme setaloko",0,SP
11,2020-08-21 20:49:41,"Curitiba, Brasil","RT @Piroxzlol: Eu com meus 9 graus, tempo nublado, chuva, vento forte e café na mão https://t.co/2s5yRXDc2S",0,SP
12,2020-08-21 20:49:15,Santo André SP,"RT @engheltoncosta: Essa chuva e esse frio me faz pensar como estão as pessoas que que há não tem um teto digno para morar.

Há muitas famí…",0,SP
13,2020-08-21 20:48:42,São Caetano do Sul,"- Pandemia
- Frio absurdo
- Garoa/chuva

Esse é o sextou mais depressivo da história da humanidade",1,SP
14,2020-08-21 20:47:20,,RT @JanjaLula: Alguém sabe onde fecha a torneira??? 48hs de chuva ininterrupta 🌧🌧🌧🐸🐸🐸,1,SP
15,2020-08-21 20:47:17,Santo André SP,RT @engheltoncosta: 📷 Essa chuva e esse frio me faz pensar como estão as pessoas que que há não tem um teto digno para morar. Há muitas fam…,0,SP
16,2020-08-21 20:46:57,Brasil,RT @JanjaLula: Alguém sabe onde fecha a torneira??? 48hs de chuva ininterrupta 🌧🌧🌧🐸🐸🐸,1,SP
17,2020-08-21 20:46:19,"Brasília, Brasil","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
18,2020-08-21 20:45:42,"São Paulo, Brasil",eu que não gosto de chuva nem pra dormir imagina se gosto em dia de trabalho,0,SP
19,2020-08-21 20:45:37,"Sao Paulo, Brazil","@chelIl_ começando a acreditar numa chuva, apenas kkk",1,SP
20,2020-08-21 20:45:29,"São Paulo, SP","Demorei uma hora e meia pra receber o pedido que fiz no @iFood e a pizza ainda chegou errado

Restaurante não atende e lá vamos nós na chuva até o lugar pedir pra trocar 

Hoje não é meu dia",1,SP
21,2020-08-21 20:45:15,"São Gabriel, Brasil",RT @loud_victor: Dormir com chuva 😍,1,SP
22,2020-08-21 20:45:12,"São Paulo, Brasil",Dia bom pra convidar os melhores amigos pra tomar um banho de chuva,0,SP
23,2020-08-21 20:42:45,"São Paulo, Brazil",Sextou né com chuva e frio,1,SP
24,2020-08-21 20:42:34,,RT @_vibarros_: A galera tudo postando sobre os entregadores...que sente dó... Que deve ser foda e blá blá blá mas quando a gente chega não…,0,SP
25,2020-08-21 20:42:04,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
26,2020-08-21 20:40:30,SP - São Paulo ,"tava muito frio, chovendo e não podia entrar por conta da pandemia, tinha gente sem guarda chuva, pessoas molhadas por conta da ventania levar o guarda chuva pra lá e pra cá, tinha um mlk dormindo em pé, e outras q nem eu com o pé formigando de tão molhado e gelado q tava.",0,SP
27,2020-08-21 20:39:46,são paulo,Que venha chuva para a Califórnia https://t.co/hooEFUcSzF,0,SP
28,2020-08-21 20:39:06,"Forks, WA","RT @carainay: @rockerpirate Guilherme, boa tarde. Tudo bem?
Por favor, poderia ajudar dando RT? Minha amiga perdeu a casa com a chuva de te…",0,SP
29,2020-08-21 20:39:06,"Tatuape, São Paulo","mano esqueci o guarda chuva da minha vó no Vini 
minha vó vai comer meu cu",0,SP
30,2020-08-21 20:38:37,"São Vicente, Brasil","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
31,2020-08-21 20:38:29,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
32,2020-08-21 20:37:30,"Sao Paulo, Brazil","obg pelos likes vou faltar msm, olha minha cara de quem vai ir trabalhar em um lugar onde 1. não recebi nada dia 5 e 2. vão olhar pra mim e dps pra chuva e falar ""coloca uma capa de chuva e vai atender os clientes lá vai"" https://t.co/RAxXSEzIoF",0,SP
33,2020-08-21 20:37:10,,RT @JanjaLula: Alguém sabe onde fecha a torneira??? 48hs de chuva ininterrupta 🌧🌧🌧🐸🐸🐸,1,SP
34,2020-08-21 20:36:32,Sao paulo,"8º aqui em Riberão Pires e eu estava agora terminando de jogar pedras no meu jardim em baixo da chuva. A gripe vem, mas a felicidade de saber que eu concluí tudo. Que a minha energia tá alí, em cada florzinha que eu plantei, em cada pedra que eu joguei. Esse jardim significa +",0,SP
35,2020-08-21 20:36:26,"São Paulo, Brasil","Parou a chuva, temperatura com sensação térmica de 6°C, um cházin e um chá.",0,SP
36,2020-08-21 20:36:19,"São Paulo, Brasil","Se você está nos dias de luta, ainda vai chegar os dias de festa e vai ser chuva de balão, muito lança e xereca 

https://t.co/5j0HK1U71E",0,SP
37,2020-08-21 20:35:12,,"RT @dineves6: claro que ces gosta de frio e chuva, ces tem coberta, cama, e teto encima da cabeça",0,SP
38,2020-08-21 20:34:10,"Guarapari, Brasil",RT @JanjaLula: Alguém sabe onde fecha a torneira??? 48hs de chuva ininterrupta 🌧🌧🌧🐸🐸🐸,1,SP
39,2020-08-21 20:34:03,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
40,2020-08-21 20:33:55,São Paulo,Eu tomei toda a chuva da manhã. Agora to tossindo feito um cachorro. 😞,0,SP
41,2020-08-21 20:33:42,Estados Unidos,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
42,2020-08-21 20:33:41,Sao Paulo - Brazil,"USE CAPA DE CHUVA COMO PIJAMA

PEGUE CARONA POR FORA DO VAGAO DA CPTM

CARREGUE O CELULAR SO ATE 5% E SAIA DE CASA ASSIM TODO DIA",0,SP
43,2020-08-21 20:33:09,"Criciúma, Brasil",RT @JanjaLula: Alguém sabe onde fecha a torneira??? 48hs de chuva ininterrupta 🌧🌧🌧🐸🐸🐸,1,SP
44,2020-08-21 20:32:44,"São Paulo, Brasil",Alguém sabe onde fecha a torneira??? 48hs de chuva ininterrupta 🌧🌧🌧🐸🐸🐸,1,SP
45,2020-08-21 20:32:26,"São Paulo, Brasil",só quero uma trégua da chuva amanhã pela manhã para eu correr em paz,1,SP
46,2020-08-21 20:31:53,"Cuiabá, Brasil","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
47,2020-08-21 20:31:15,"São Paulo, Brasil","@JSiqueira18 chuva é sinônimo de vida, Jé",0,SP
48,2020-08-21 20:31:08,"São Paulo, Brasil","claro que ces gosta de frio e chuva, ces tem coberta, cama, e teto encima da cabeça",0,SP
49,2020-08-21 20:30:50,"São Paulo, Brasil","Nasci nas Gerais, com este frio todo em SP, lembrei de bolinho de chuva com um cafezinho... não sei fazer o tal bolinho. Socorro.",0,SP
50,2020-08-21 20:30:46,"São Paulo, Brasil","@carolvvilela1 Quando saiu com guarda chuva sempre esqueço no ônibus, então se molhar",0,SP
51,2020-08-21 20:29:58,"Rio de Janeiro, Brasil","RT @carainay: @camilladelucas Camilla, boa tarde. Tudo bem?
Por favor, poderia ajudar dando RT? Minha amiga perdeu a casa com a chuva de te…",0,SP
52,2020-08-21 20:29:43,"Aichach, Deutschland","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
53,2020-08-21 20:29:31,"São Paulo, Brasil","Queria entender porque o pessoal da série Dark não usa guarda chuva, um super temporal e eles andando como se nada estivesse acontecendo",0,SP
54,2020-08-21 20:29:25,"São Bernardo do Campo, Brasil","A galera tudo postando sobre os entregadores...que sente dó... Que deve ser foda e blá blá blá mas quando a gente chega não sabe cadê o cartão, demora mó cota pra descer com a gente na chuva, esquece de pedir troco, e não dá nem 1$ de caixinha , faz favor",0,SP
55,2020-08-21 20:29:22,"Ouro Branco, Brasil","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
56,2020-08-21 20:29:04,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
57,2020-08-21 20:28:49,São Paulo,Chuva e frio bom pra ficar debaixo das cobertas assistindo um filmezinho... Toy story 4 com o filhão...👩‍👦,1,SP
58,2020-08-21 20:28:05,Brasil - Interior de São Paulo,Tô fritando bolinho de chuva e eles estão saindo igual uns abortinho,0,SP
59,2020-08-21 20:27:29,"São Paulo, Brasil","frio sem chuva é vida
frio com chuva é depressão",0,SP
60,2020-08-21 20:27:15,"São Paulo, Brasil","Chuva + 6 graus na rua, já to imaginando a luta que vai ser para que eu chegue em casa, mas como minha mãe me ameaça caso eu saia da casa dela sem jantar, eu vou jantar e ir enfrentar esse frio até lá em casa.",1,SP
61,2020-08-21 20:27:08,"Barrinha sp,Brasil ",RT @sepmemes_: NESSE FRIO E NESSA CHUVA EU TENHO MAIS PREGUIÇA QUE ALGUNS JOGADORES DO PALMEIRAS,1,SP
62,2020-08-21 20:27:00,São Paulo,"Passando vontade de um pedalzinho, mas a chuva tá tirando noiz... https://t.co/0c7rYAF9fi",1,SP
63,2020-08-21 20:25:52,,RT @meninozampolli: Namoral deveria ser crime ir trabalhar num frio desses + chuva,1,SP
64,2020-08-21 20:24:58,"Campo Grande, Brasil","RT @jonathanvicent: Aparentemente o frio fez as pessoas ficarem em casa, transporte vazio, tudo mais ou menos vazio. O frio e chuva perfeit…",0,SP
65,2020-08-21 20:24:32,"Palmas, Brasil","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
66,2020-08-21 20:23:52,São Paulo,"Eu nunca consegui, na verdade. Moro perto de uma quebrada chamada “Pantanal”. Quando chove alaga REAL. Galera falando “ah, essa chuva é boa porque melhora o ar”, mas fode a vida de uma galera... https://t.co/bFIij0jWgd",0,SP
67,2020-08-21 20:23:19,"São Paulo, SP - Brasil","@RenanSantosMBL É difícil não escolher o Alonso lembrando de como o Prost era ruim de chuva. O Alonso tem menos títulos, mas é o melhor piloto desses 4 aí",0,SP
68,2020-08-21 20:21:07,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
69,2020-08-21 20:21:00,São Paulo,RT @cge_sp: Noite de sexta (21) começa com 9°C e sem chuvas. Há condição para chuvas fracas. TMín para madrugada 8°C. Sábado (22) TMín 8°C…,0,SP
70,2020-08-21 20:20:32,"São Paulo, Brasil","@ancapball_br Frio sem chuva é uma merda, tempo seco e frio horrível",0,SP
71,2020-08-21 20:20:25,Nova Holanda//Penha,chuva chataaaaaa,1,SP
72,2020-08-21 20:20:20,São Paulo ,"Stock Car: Cesar Ramos dita o ritmo no frio e chuva de Sampa 

Veja mais: https://t.co/xdw6Jj3XIn https://t.co/HOHMqmakdm",0,SP
73,2020-08-21 20:18:15,Osasco SP,"@Ani_S_Balbino ta igual aqui. a máxima aqui hoje foi 12. e ficou chovendo desde ontem a tarde até agora a pouco no final da tarde. depois da chuva toda, esfriou mais.",0,SP
74,2020-08-21 20:15:43,"São João da Boa Vista, Brasil","RT @tricovotweets: Ontem, às 20h00, Paulinho Boia não foi relacionado para o jogo pois estava ""gripado"". Hoje pela manhã, treinou normalmen…",0,SP
75,2020-08-21 20:14:49,"Centro, Porto Velho","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
76,2020-08-21 20:14:48,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
77,2020-08-21 20:14:07,"São Paulo, Brasil","Brasileiro não gosta de frio, nem de calor e nem de chuva. Brasileiro gosta é de encher o saco e reclamar de tudo. Tamo junto.",0,SP
78,2020-08-21 20:13:18,"São Paulo, Brasil","RT @cinesescsp: De 20 a 26 de agosto vocês poderão conferir: Inferninho, de Guto Parente e Pedro Diógenes; Torre das Donzelas, de Susanna L…",0,SP
79,2020-08-21 20:12:44,"Dracena, Brasil","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
80,2020-08-21 20:12:10,"Night Court, Prithian 🌌","RT @carainay: @camilladelucas Camilla, boa tarde. Tudo bem?
Por favor, poderia ajudar dando RT? Minha amiga perdeu a casa com a chuva de te…",0,SP
81,2020-08-21 20:11:55,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
82,2020-08-21 20:10:58,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
83,2020-08-21 20:09:12,Diadema - SP,"“Tempo Agora em Diadema: ☂ chuva moderada, com temperatura de 8 ºC e umidade relativa do ar de ✔ 87% (atualizado em 21/08/2020 20:09)” - KazzttorAMT https://t.co/UagWwEcvID",1,SP
84,2020-08-21 20:09:06,Diadema - SP,"#TempoAgora em Diadema: ☂ chuva moderada, #temperatura de 8 ºC e #umidade de ✔ 87% (atualizado em 21/08/2020 20:09)",1,SP
85,2020-08-21 20:08:04,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
86,2020-08-21 20:07:42,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
87,2020-08-21 20:05:26,"Limeira, Brasil","RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
88,2020-08-21 20:05:10,"São Paulo, Brasil","Com toda essa chuva e esse frio , eu só fico pensando nos moradores  de rua 🥺",1,SP
89,2020-08-21 20:04:55,"São Paulo, Brasil",Maior tédio em casa e nada p fazer c esss chuva chata,1,SP
90,2020-08-21 20:04:12,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
91,2020-08-21 20:03:55,"Sao Paulo, Brazil",Eu hoje pra essa chuva 🤧👇🏽 https://t.co/DIzCskhX4D,1,SP
92,2020-08-21 20:02:54,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
93,2020-08-21 20:02:54,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
94,2020-08-21 20:01:10,"São Paulo, Brasil","@RappiBrasil aguardo o ressarcimento do meu dinheiro que foi cobrado indevidamente e não recebi os produtos, é claro, uma explicação e desculpas ao colaborador que ficou na chuva e no frio aguardando uma resposta de vocês.",0,SP
95,2020-08-21 20:00:54,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
96,2020-08-21 20:00:26,,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
97,2020-08-21 19:58:45,"São Paulo, Brasil",essa música me faz levantar do sofá e dançar na chuva com os amigos&gt; &lt;,0,SP
98,2020-08-21 19:58:27,Brasília,"RT @DouglasGarcia: 2) Se a luta contra o sistema é vencer pelo cansaço, então preparem-se para a chuva de requerimentos na ALESP e petições…",0,SP
99,2020-08-21 19:58:23,São Paulo,"Porra de chuva do caralho, ia pular de bungee jump amanhã mas pelo visto nem vai rolar",1,SP
